<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
MV OIL TR                    TR UNITS         553859109      312    13130 SH       SOLE                       0        0    13130
MYLAN INC                    COM              628530107    14118   514300 SH       SOLE                   16882        0   497418
MYREXIS INC                  COM              62856H107     1192   421106 SH       SOLE                  391500        0    29606
MYRIAD GENETICS INC          COM              62855J104    59968  2200674 SH       SOLE                 1635139        0   565535
NABORS INDUSTRIES LTD        SHS              G6359F103    16013  1108200 SH       SOLE                  140500        0   967700
NAM TAI ELECTRS INC          COM PAR $0.02    629865205    24162  1748300 SH       SOLE                 1504361        0   243939
NAPCO SEC TECHNOLOGIES INC   COM              630402105      113    31000 SH       SOLE                   31000        0        0
NASB FINL INC                COM              628968109      216    10100 SH       SOLE                   10100        0        0
NASH FINCH CO                COM              631158102      395    18554 SH       SOLE                     100        0    18454
NATHANS FAMOUS INC NEW       COM              632347100     1567    46500 SH       SOLE                   44700        0     1800
NATIONAL BANKSHARES INC VA   COM              634865109      421    13000 SH       SOLE                   10942        0     2058
NATIONAL BEVERAGE CORP       COM              635017106     8556   586400 SH       SOLE                  586400        0        0
NATIONAL BK GREECE S A       SPN ADR REP 1 SH 633643606     1992  1112804 SH       SOLE                  342589        0   770215
NATIONAL CINEMEDIA INC       COM              635309107     2712   191900 SH       SOLE                  191900        0        0
NATIONAL FINL PARTNERS CORP  COM              63607P208     5785   337500 SH       SOLE                  337500        0        0
NATIONAL FUEL GAS CO N J     COM              636180101     7365   145300 SH       SOLE                   32068        0   113232
NATIONAL GRID PLC            SPON ADR NEW     636274300    12215   212665 SH       SOLE                   85773        0   126892
NATIONAL HEALTH INVS INC     COM              63633D104     5862   103700 SH       SOLE                  103700        0        0
NATIONAL HEALTHCARE CORP     COM              635906100    10086   214500 SH       SOLE                  210300        0     4200
NATIONAL OILWELL VARCO INC   COM              637071101   153590  2247110 SH       SOLE                  469943        0  1777167
NATIONAL PENN BANCSHARES INC COM              637138108     1103   118320 SH       SOLE                   39305        0    79015
NATIONAL PRESTO INDS INC     COM              637215104     4222    61105 SH       SOLE                   49951        0    11154
NATIONAL RETAIL PPTYS INC    COM              637417106    14308   458600 SH       SOLE                  178167        0   280433
NATIONAL TECHNICAL SYS INC   COM              638104109      638    83000 SH       SOLE                   83000        0        0
NATIONAL WESTMINSTER BK PLC  SPON ADR C       638539882      203     8212 SH       SOLE                     100        0     8112
NATURAL ALTERNATIVES INTL IN COM NEW          638842302      629   125300 SH       SOLE                  125300        0        0
NATURAL GAS SERVICES GROUP   COM              63886Q109     3002   182800 SH       SOLE                  182800        0        0
NATURAL RESOURCE PARTNERS L  COM UNIT L P     63900P103     6272   338282 SH       SOLE                       0        0   338282
NATURES SUNSHINE PRODUCTS IN COM              639027101     1048    72400 SH       SOLE                   72400        0        0
NATUS MEDICAL INC DEL        COM              639050103      508    45475 SH       SOLE                    1194        0    44281
NAUTILUS INC                 COM              63910B102     1318   375400 SH       SOLE                  375400        0        0
NAVARRE CORP                 COM              639208107       28    15500 SH       SOLE                   15500        0        0
NAVIGANT CONSULTING INC      COM              63935N107      520    46563 SH       SOLE                      62        0    46501
NAVIGATORS GROUP INC         COM              638904102      508     9946 SH       SOLE                     200        0     9746
NAVIOS MARITIME PARTNERS L P UNIT LPI         Y62267102     2553   207900 SH       SOLE                       0        0   207900
NAVISTAR INTL CORP NEW       COM              63934E108    15526   713200 SH       SOLE                  247490        0   465710
NBT BANCORP INC              COM              628778102     1057    52131 SH       SOLE                       0        0    52131
NCI BUILDING SYS INC         COM NEW          628852204     6749   485520 SH       SOLE                  437000        0    48520
NCI INC                      CL A             62886K104      437    93100 SH       SOLE                   93100        0        0
NELNET INC                   CL A             64031N108      894    30000 SH       SOLE                   30000        0        0
NEOGEN CORP                  COM              640491106      389     8575 SH       SOLE                       0        0     8575
NEOPHOTONICS CORP            COM              64051T100      378    65896 SH       SOLE                   41608        0    24288
NEOSTEM INC                  COM NEW          640650305      142   239100 SH       SOLE                  239100        0        0
NET 1 UEPS TECHNOLOGIES INC  COM NEW          64107N206     3394   664200 SH       SOLE                  599700        0    64500
NET SERVICOS DE COMUNICACAO  SPONSD ADR NEW   64109T201      186    14000 SH       SOLE                   14000        0        0
NETAPP INC                   COM              64110D104    51282  1528532 SH       SOLE                 1183689        0   344843
NETEASE INC                  SPONSORED ADR    64110W102   124864  2935900 SH       SOLE                 2743883        0   192017
NETSCOUT SYS INC             COM              64115T104     7745   298000 SH       SOLE                  211014        0    86986
NETSOL TECHNOLOGIES INC      COM PAR $.001    64115A402      104    17280 SH       SOLE                     202        0    17078
NETSUITE INC                 COM              64118Q107    14907   221500 SH       SOLE                   63595        0   157905
NEUROMETRIX INC              COM NEW          641255203      199   461266 SH       SOLE                  461266        0        0
NEUSTAR INC                  CL A             64126X201    75340  1796800 SH       SOLE                 1590194        0   206606
NEUTRAL TANDEM INC           COM              64128B108     2794  1087082 SH       SOLE                  662821        0   424261
NEVADA GOLD & CASINOS INC    COM NEW          64126Q206      379   491700 SH       SOLE                  491700        0        0
