<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>ren_13f_q3_2012.txt
<DESCRIPTION>13F Q3 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  September 30, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies, L.L.C.
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    November 13, 2012
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2802
Form 13F Information Table Value (x $1000) Total:  $32566460

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
MEDIFAST INC                 COM              58470H101     8318   318100 SH       SOLE                  282471        0    35629
MEDIWARE INFORMATION SYS INC COM              584946107     4566   208400 SH       SOLE                  187300        0    21100
MELLANOX TECHNOLOGIES LTD    SHS              M51363113    40255   396483 SH       SOLE                   40896        0   355587
MEMC ELECTR MATLS INC        COM              552715104       92    33400 SH       SOLE                       0        0    33400
MEMSIC INC                   COM              586264103      369   231791 SH       SOLE                  176800        0    54991
MER TELEMANAGEMENT SOLUTIONS SHS              M69676126       84    33100 SH       SOLE                   33100        0        0
MERCADOLIBRE INC             COM              58733R102    25098   304031 SH       SOLE                  101855        0   202176
MERCANTILE BANK CORP         COM              587376104     5581   325631 SH       SOLE                  323323        0     2308
MERCHANTS BANCSHARES         COM              588448100      458    15515 SH       SOLE                   15500        0       15
MERCK & CO INC NEW           COM              58933Y105    93402  2071234 SH       SOLE                  184100        0  1887134
MERCURY COMPUTER SYS         COM              589378108     9501   894600 SH       SOLE                  894600        0        0
MERCURY GENL CORP NEW        COM              589400100     6296   162900 SH       SOLE                   35963        0   126937
MEREDITH CORP                COM              589433101     1152    32900 SH       SOLE                     100        0    32800
MERIDIAN INTERSTAT BANCORP I COM              58964Q104      911    55212 SH       SOLE                   52900        0     2312
MERITOR INC                  COM              59001K100     1311   309200 SH       SOLE                      33        0   309167
MERU NETWORKS INC            COM              59047Q103      628   183600 SH       SOLE                  154467        0    29133
MERUS LABS INTL INC NEW      COM              59047R101      408   295800 SH       SOLE                  295800        0        0
MESA LABS INC                COM              59064R109     1485    30700 SH       SOLE                   30400        0      300
MESABI TR                    CTF BEN INT      590672101     2901   108200 SH       SOLE                       0        0   108200
MET PRO CORP                 COM              590876306     1642   183471 SH       SOLE                  179254        0     4217
METABOLIX INC                COM              591018809      190   113232 SH       SOLE                      52        0   113180
METALICO INC                 COM              591176102       70    27300 SH       SOLE                   27300        0        0
METHANEX CORP                COM              59151K108     4066   142481 SH       SOLE                   14700        0   127781
METLIFE INC                  COM              59156R108    73610  2136100 SH       SOLE                       0        0  2136100
METRO BANCORP INC PA         COM              59161R101      257    20300 SH       SOLE                   19400        0      900
METROCORP BANCSHARES INC     COM              591650106      366    34600 SH       SOLE                   29000        0     5600
METROPCS COMMUNICATIONS INC  COM              591708102    12613  1077100 SH       SOLE                    2300        0  1074800
METROPOLITAN HEALTH NETWORKS COM              592142103    18614  1992938 SH       SOLE                 1992938        0        0
MFC INDL LTD                 COM              55278T105      336    40254 SH       SOLE                    2300        0    37954
MFRI INC                     COM              552721102       86    15300 SH       SOLE                   15300        0        0
MGC DIAGNOSTICS CORP         COM              552768103     1244   207340 SH       SOLE                  207340        0        0
MGE ENERGY INC               COM              55277P104     1362    25700 SH       SOLE                   25700        0        0
MGIC INVT CORP WIS           COM              552848103     3044  1989400 SH       SOLE                  644443        0  1344957
MGM RESORTS INTERNATIONAL    COM              552953101    36464  3392040 SH       SOLE                  580116        0  2811924
MGP INGREDIENTS INC NEW      COM              55303J106       45    11800 SH       SOLE                   11800        0        0
MICHAEL KORS HLDGS LTD       SHS              G60754101    39178   736700 SH       SOLE                      85        0   736615
MICREL INC                   COM              594793101    10877  1043879 SH       SOLE                  962800        0    81079
MICROCHIP TECHNOLOGY INC     COM              595017104    41850  1278240 SH       SOLE                  299272        0   978968
MICROFINANCIAL INC           COM              595072109     3024   330500 SH       SOLE                  319700        0    10800
MICRON TECHNOLOGY INC        COM              595112103     7041  1177436 SH       SOLE                    7700        0  1169736
MICROS SYS INC               COM              594901100    21198   431200 SH       SOLE                  157135        0   274065
MICROSOFT CORP               COM              594918104   478025 16062684 SH       SOLE                 9158700        0  6903984
MICROSTRATEGY INC            CL A NEW         594972408    18502   138000 SH       SOLE                  138000        0        0
MICROVISION INC DEL          COM NEW          594960304       40    17048 SH       SOLE                   17048        0        0
MID-AMER APT CMNTYS INC      COM              59522J103     2449    37500 SH       SOLE                     300        0    37200
MIDDLEBY CORP                COM              596278101     1537    13290 SH       SOLE                       0        0    13290
MIDDLESEX WATER CO           COM              596680108      199    10400 SH       SOLE                       0        0    10400
MILLER ENERGY RES INC        COM              600527105      300    59587 SH       SOLE                       0        0    59587
MILLER HERMAN INC            COM              600544100     7042   362265 SH       SOLE                  107116        0   255149
MIND C T I LTD               ORD              M70240102     2292  1193700 SH       SOLE                 1193700        0        0
MINDRAY MEDICAL INTL LTD     SPON ADR         602675100    14342   426729 SH       SOLE                  176718        0   250011
MINE SAFETY APPLIANCES CO    COM              602720104     5277   141600 SH       SOLE                   40295        0   101305
MINERALS TECHNOLOGIES INC    COM              603158106      610     8600 SH       SOLE                    4200        0     4400
MIPS TECHNOLOGIES INC        COM              604567107     2799   378710 SH       SOLE                   52511        0   326199
